session_id,source_type,preset,scenario,split,timestamp_ms,drop_number,target_interval_ms,actual_interval_ms
syn_0001,synthetic,slow,stable,train,96869,63,1500,1531
syn_0001,synthetic,slow,stable,train,98401,64,1500,1532
syn_0001,synthetic,slow,stable,train,99933,65,1500,1532
syn_0001,synthetic,slow,stable,train,101465,66,1500,1532
syn_0001,synthetic,slow,stable,train,102996,67,1500,1531
syn_0001,synthetic,slow,stable,train,104529,68,1500,1533
syn_0001,synthetic,slow,stable,train,106064,69,1500,1535
syn_0001,synthetic,slow,stable,train,107601,70,1500,1537
syn_0001,synthetic,slow,stable,train,109137,71,1500,1536
syn_0001,synthetic,slow,stable,train,110667,72,1500,1530
syn_0001,synthetic,slow,stable,train,112200,73,1500,1533
syn_0001,synthetic,slow,stable,train,113730,74,1500,1530
syn_0001,synthetic,slow,stable,train,115258,75,1500,1528
syn_0001,synthetic,slow,stable,train,116790,76,1500,1532
syn_0001,synthetic,slow,stable,train,118320,77,1500,1530
syn_0001,synthetic,slow,stable,train,119850,78,1500,1530
syn_0001,synthetic,slow,stable,train,121382,79,1500,1532
syn_0001,synthetic,slow,stable,train,122917,80,1500,1535
syn_0001,synthetic,slow,stable,train,124451,81,1500,1534
syn_0001,synthetic,slow,stable,train,125982,82,1500,1531
syn_0001,synthetic,slow,stable,train,127511,83,1500,1529
syn_0001,synthetic,slow,stable,train,129043,84,1500,1532
syn_0001,synthetic,slow,stable,train,130575,85,1500,1532
syn_0001,synthetic,slow,stable,train,132106,86,1500,1531
syn_0001,synthetic,slow,stable,train,133637,87,1500,1531
syn_0001,synthetic,slow,stable,train,135168,88,1500,1531
syn_0001,synthetic,slow,stable,train,136695,89,1500,1527
syn_0001,synthetic,slow,stable,train,138218,90,1500,1523
syn_0001,synthetic,slow,stable,train,139744,91,1500,1526
syn_0001,synthetic,slow,stable,train,141270,92,1500,1526
syn_0001,synthetic,slow,stable,train,142796,93,1500,1526
syn_0001,synthetic,slow,stable,train,144324,94,1500,1528
syn_0001,synthetic,slow,stable,train,145854,95,1500,1530
syn_0001,synthetic,slow,stable,train,147382,96,1500,1528
syn_0001,synthetic,slow,stable,train,148907,97,1500,1525
syn_0001,synthetic,slow,stable,train,150439,98,1500,1532
syn_0001,synthetic,slow,stable,train,151969,99,1500,1530
syn_0001,synthetic,slow,stable,train,153505,100,1500,1536
syn_0001,synthetic,slow,stable,train,155039,101,1500,1534
syn_0001,synthetic,slow,stable,train,156577,102,1500,1538
syn_0001,synthetic,slow,stable,train,158113,103,1500,1536
syn_0001,synthetic,slow,stable,train,159646,104,1500,1533
syn_0001,synthetic,slow,stable,train,161178,105,1500,1532
syn_0001,synthetic,slow,stable,train,162711,106,1500,1533
syn_0001,synthetic,slow,stable,train,164240,107,1500,1529
syn_0001,synthetic,slow,stable,train,165764,108,1500,1524
syn_0001,synthetic,slow,stable,train,167293,109,1500,1529
syn_0001,synthetic,slow,stable,train,168826,110,1500,1533
syn_0001,synthetic,slow,stable,train,170354,111,1500,1528
syn_0001,synthetic,slow,stable,train,171886,112,1500,1532
syn_0001,synthetic,slow,stable,train,173418,113,1500,1532
syn_0001,synthetic,slow,stable,train,174952,114,1500,1534
syn_0001,synthetic,slow,stable,train,176490,115,1500,1538
syn_0001,synthetic,slow,stable,train,178028,116,1500,1538
syn_0001,synthetic,slow,stable,train,179565,117,1500,1537
syn_0001,synthetic,slow,stable,train,181100,118,1500,1535
syn_0001,synthetic,slow,stable,train,182637,119,1500,1537
syn_0001,synthetic,slow,stable,train,184171,120,1500,1534
syn_0001,synthetic,slow,stable,train,185702,121,1500,1531
syn_0001,synthetic,slow,stable,train,187238,122,1500,1536
syn_0001,synthetic,slow,stable,train,188771,123,1500,1533
syn_0001,synthetic,slow,stable,train,190304,124,1500,1533
syn_0001,synthetic,slow,stable,train,191836,125,1500,1532
syn_0001,synthetic,slow,stable,train,193369,126,1500,1533
syn_0001,synthetic,slow,stable,train,194902,127,1500,1533
syn_0001,synthetic,slow,stable,train,196435,128,1500,1533
syn_0001,synthetic,slow,stable,train,197968,129,1500,1533
syn_0001,synthetic,slow,stable,train,199499,130,1500,1531
syn_0001,synthetic,slow,stable,train,201029,131,1500,1530
syn_0001,synthetic,slow,stable,train,202563,132,1500,1534
syn_0001,synthetic,slow,stable,train,204095,133,1500,1532
syn_0001,synthetic,slow,stable,train,205625,134,1500,1530
syn_0001,synthetic,slow,stable,train,207155,135,1500,1530
syn_0001,synthetic,slow,stable,train,208684,136,1500,1529
syn_0001,synthetic,slow,stable,train,210216,137,1500,1532
syn_0001,synthetic,slow,stable,train,211746,138,1500,1530
syn_0001,synthetic,slow,stable,train,213278,139,1500,1532
syn_0001,synthetic,slow,stable,train,214813,140,1500,1535
syn_0001,synthetic,slow,stable,train,216348,141,1500,1535
syn_0001,synthetic,slow,stable,train,217883,142,1500,1535
syn_0001,synthetic,slow,stable,train,219413,143,1500,1530
syn_0001,synthetic,slow,stable,train,220947,144,1500,1534
syn_0001,synthetic,slow,stable,train,222478,145,1500,1531
syn_0001,synthetic,slow,stable,train,224010,146,1500,1532
syn_0001,synthetic,slow,stable,train,225545,147,1500,1535
syn_0001,synthetic,slow,stable,train,227077,148,1500,1532
syn_0001,synthetic,slow,stable,train,228611,149,1500,1534
syn_0001,synthetic,slow,stable,train,230143,150,1500,1532
syn_0001,synthetic,slow,stable,train,231675,151,1500,1532
syn_0001,synthetic,slow,stable,train,233206,152,1500,1531
syn_0001,synthetic,slow,stable,train,234735,153,1500,1529
syn_0001,synthetic,slow,stable,train,236267,154,1500,1532
syn_0001,synthetic,slow,stable,train,237804,155,1500,1537
syn_0001,synthetic,slow,stable,train,239341,156,1500,1537
syn_0001,synthetic,slow,stable,train,240874,157,1500,1533
syn_0001,synthetic,slow,stable,train,242409,158,1500,1535
syn_0001,synthetic,slow,stable,train,243944,159,1500,1535
syn_0001,synthetic,slow,stable,train,245475,160,1500,1531
syn_0001,synthetic,slow,stable,train,247007,161,1500,1532
syn_0001,synthetic,slow,stable,train,248541,162,1500,1534
syn_0001,synthetic,slow,stable,train,250073,163,1500,1532
syn_0001,synthetic,slow,stable,train,251602,164,1500,1529
syn_0001,synthetic,slow,stable,train,253134,165,1500,1532
syn_0001,synthetic,slow,stable,train,254666,166,1500,1532
syn_0001,synthetic,slow,stable,train,256202,167,1500,1536
syn_0001,synthetic,slow,stable,train,257734,168,1500,1532
syn_0001,synthetic,slow,stable,train,259270,169,1500,1536
syn_0001,synthetic,slow,stable,train,260805,170,1500,1535
syn_0001,synthetic,slow,stable,train,262339,171,1500,1534
syn_0001,synthetic,slow,stable,train,263875,172,1500,1536
syn_0001,synthetic,slow,stable,train,265412,173,1500,1537
syn_0001,synthetic,slow,stable,train,266949,174,1500,1537
syn_0001,synthetic,slow,stable,train,268482,175,1500,1533
syn_0001,synthetic,slow,stable,train,270021,176,1500,1539
syn_0001,synthetic,slow,stable,train,271558,177,1500,1537
syn_0001,synthetic,slow,stable,train,273094,178,1500,1536
syn_0001,synthetic,slow,stable,train,274630,179,1500,1536
syn_0001,synthetic,slow,stable,train,276165,180,1500,1535
syn_0001,synthetic,slow,stable,train,277698,181,1500,1533
syn_0002,synthetic,slow,stable,train,3098,2,1500,1519
syn_0002,synthetic,slow,stable,train,4622,3,1500,1524
syn_0002,synthetic,slow,stable,train,6144,4,1500,1522
syn_0002,synthetic,slow,stable,train,7665,5,1500,1521
syn_0002,synthetic,slow,stable,train,9187,6,1500,1522
syn_0002,synthetic,slow,stable,train,10712,7,1500,1525
syn_0002,synthetic,slow,stable,train,12239,8,1500,1527
syn_0002,synthetic,slow,stable,train,13766,9,1500,1527
syn_0002,synthetic,slow,stable,train,15289,10,1500,1523
syn_0002,synthetic,slow,stable,train,16807,11,1500,1518
syn_0002,synthetic,slow,stable,train,18329,12,1500,1522
syn_0002,synthetic,slow,stable,train,19852,13,1500,1523
syn_0002,synthetic,slow,stable,train,21378,14,1500,1526
syn_0002,synthetic,slow,stable,train,22904,15,1500,1526
syn_0002,synthetic,slow,stable,train,24429,16,1500,1525
syn_0002,synthetic,slow,stable,train,25952,17,1500,1523
syn_0002,synthetic,slow,stable,train,27473,18,1500,1521
syn_0002,synthetic,slow,stable,train,28994,19,1500,1521
syn_0002,synthetic,slow,stable,train,30512,20,1500,1518
syn_0002,synthetic,slow,stable,train,32030,21,1500,1518
syn_0002,synthetic,slow,stable,train,33551,22,1500,1521
syn_0002,synthetic,slow,stable,train,35070,23,1500,1519
syn_0002,synthetic,slow,stable,train,36589,24,1500,1519
syn_0002,synthetic,slow,stable,train,38109,25,1500,1520
syn_0002,synthetic,slow,stable,train,39630,26,1500,1521
syn_0002,synthetic,slow,stable,train,41149,27,1500,1519
syn_0002,synthetic,slow,stable,train,42674,28,1500,1525
syn_0002,synthetic,slow,stable,train,44202,29,1500,1528
syn_0002,synthetic,slow,stable,train,45731,30,1500,1529
syn_0002,synthetic,slow,stable,train,47259,31,1500,1528
syn_0002,synthetic,slow,stable,train,48787,32,1500,1528
syn_0002,synthetic,slow,stable,train,50310,33,1500,1523
syn_0002,synthetic,slow,stable,train,51837,34,1500,1527
syn_0002,synthetic,slow,stable,train,53364,35,1500,1527
syn_0002,synthetic,slow,stable,train,54891,36,1500,1527
syn_0002,synthetic,slow,stable,train,56418,37,1500,1527
syn_0002,synthetic,slow,stable,train,57945,38,1500,1527
syn_0002,synthetic,slow,stable,train,59469,39,1500,1524
syn_0002,synthetic,slow,stable,train,60992,40,1500,1523
syn_0002,synthetic,slow,stable,train,62515,41,1500,1523
syn_0002,synthetic,slow,stable,train,64038,42,1500,1523
syn_0002,synthetic,slow,stable,train,65558,43,1500,1520
syn_0002,synthetic,slow,stable,train,67079,44,1500,1521
syn_0002,synthetic,slow,stable,train,68602,45,1500,1523
syn_0002,synthetic,slow,stable,train,70126,46,1500,1524
syn_0002,synthetic,slow,stable,train,71653,47,1500,1527
syn_0002,synthetic,slow,stable,train,73181,48,1500,1528
syn_0002,synthetic,slow,stable,train,74711,49,1500,1530
syn_0002,synthetic,slow,stable,train,76238,50,1500,1527
syn_0002,synthetic,slow,stable,train,77766,51,1500,1528
syn_0002,synthetic,slow,stable,train,79291,52,1500,1525
syn_0002,synthetic,slow,stable,train,80817,53,1500,1526
syn_0002,synthetic,slow,stable,train,82343,54,1500,1526
syn_0002,synthetic,slow,stable,train,83868,55,1500,1525
syn_0002,synthetic,slow,stable,train,85395,56,1500,1527
syn_0002,synthetic,slow,stable,train,86921,57,1500,1526
syn_0002,synthetic,slow,stable,train,88446,58,1500,1525
syn_0002,synthetic,slow,stable,train,89971,59,1500,1525
syn_0002,synthetic,slow,stable,train,91496,60,1500,1525
syn_0002,synthetic,slow,stable,train,93023,61,1500,1527
syn_0002,synthetic,slow,stable,train,94552,62,1500,1529
syn_0002,synthetic,slow,stable,train,96082,63,1500,1530
syn_0002,synthetic,slow,stable,train,97613,64,1500,1531
syn_0002,synthetic,slow,stable,train,99143,65,1500,1530
syn_0002,synthetic,slow,stable,train,100668,66,1500,1525
syn_0002,synthetic,slow,stable,train,102195,67,1500,1527
syn_0002,synthetic,slow,stable,train,103722,68,1500,1527
syn_0002,synthetic,slow,stable,train,105249,69,1500,1527
syn_0002,synthetic,slow,stable,train,106778,70,1500,1529
syn_0002,synthetic,slow,stable,train,108303,71,1500,1525
syn_0002,synthetic,slow,stable,train,109826,72,1500,1523
syn_0002,synthetic,slow,stable,train,111353,73,1500,1527
syn_0002,synthetic,slow,stable,train,112884,74,1500,1531
syn_0002,synthetic,slow,stable,train,114414,75,1500,1530
syn_0002,synthetic,slow,stable,train,115946,76,1500,1532
syn_0002,synthetic,slow,stable,train,117483,77,1500,1537
syn_0002,synthetic,slow,stable,train,119019,78,1500,1536
syn_0002,synthetic,slow,stable,train,120556,79,1500,1537
syn_0002,synthetic,slow,stable,train,122089,80,1500,1533
syn_0002,synthetic,slow,stable,train,123624,81,1500,1535
syn_0002,synthetic,slow,stable,train,125155,82,1500,1531
syn_0002,synthetic,slow,stable,train,126682,83,1500,1527
syn_0002,synthetic,slow,stable,train,128210,84,1500,1528
syn_0002,synthetic,slow,stable,train,129739,85,1500,1529
syn_0002,synthetic,slow,stable,train,131270,86,1500,1531
syn_0002,synthetic,slow,stable,train,132808,87,1500,1538
syn_0002,synthetic,slow,stable,train,134342,88,1500,1534
syn_0002,synthetic,slow,stable,train,135873,89,1500,1531
syn_0002,synthetic,slow,stable,train,137404,90,1500,1531
syn_0002,synthetic,slow,stable,train,138937,91,1500,1533
syn_0002,synthetic,slow,stable,train,140469,92,1500,1532
syn_0002,synthetic,slow,stable,train,142000,93,1500,1531
syn_0002,synthetic,slow,stable,train,143532,94,1500,1532
syn_0002,synthetic,slow,stable,train,145064,95,1500,1532
syn_0002,synthetic,slow,stable,train,146598,96,1500,1534
syn_0002,synthetic,slow,stable,train,148131,97,1500,1533
syn_0002,synthetic,slow,stable,train,149668,98,1500,1537
syn_0002,synthetic,slow,stable,train,151206,99,1500,1538
syn_0002,synthetic,slow,stable,train,152742,100,1500,1536
syn_0002,synthetic,slow,stable,train,154280,101,1500,1538
syn_0002,synthetic,slow,stable,train,155814,102,1500,1534
syn_0002,synthetic,slow,stable,train,157347,103,1500,1533
syn_0002,synthetic,slow,stable,train,158882,104,1500,1535
syn_0002,synthetic,slow,stable,train,160415,105,1500,1533
syn_0002,synthetic,slow,stable,train,161951,106,1500,1536
syn_0002,synthetic,slow,stable,train,163491,107,1500,1540
syn_0002,synthetic,slow,stable,train,165029,108,1500,1538
syn_0002,synthetic,slow,stable,train,166565,109,1500,1536
syn_0002,synthetic,slow,stable,train,168098,110,1500,1533
syn_0002,synthetic,slow,stable,train,169632,111,1500,1534
syn_0002,synthetic,slow,stable,train,171167,112,1500,1535
syn_0002,synthetic,slow,stable,train,172707,113,1500,1540
syn_0002,synthetic,slow,stable,train,174247,114,1500,1540
syn_0002,synthetic,slow,stable,train,175783,115,1500,1536
syn_0002,synthetic,slow,stable,train,177318,116,1500,1535
syn_0002,synthetic,slow,stable,train,178852,117,1500,1534
syn_0002,synthetic,slow,stable,train,180383,118,1500,1531
syn_0002,synthetic,slow,stable,train,181920,119,1500,1537
syn_0002,synthetic,slow,stable,train,183457,120,1500,1537
syn_0002,synthetic,slow,stable,train,184990,121,1500,1533
syn_0002,synthetic,slow,stable,train,186525,122,1500,1535
syn_0002,synthetic,slow,stable,train,188060,123,1500,1535
syn_0002,synthetic,slow,stable,train,189596,124,1500,1536
syn_0002,synthetic,slow,stable,train,191135,125,1500,1539
syn_0002,synthetic,slow,stable,train,192673,126,1500,1538
syn_0002,synthetic,slow,stable,train,194214,127,1500,1541
syn_0002,synthetic,slow,stable,train,195755,128,1500,1541
syn_0002,synthetic,slow,stable,train,197294,129,1500,1539
syn_0002,synthetic,slow,stable,train,198834,130,1500,1540
syn_0002,synthetic,slow,stable,train,200372,131,1500,1538
syn_0002,synthetic,slow,stable,train,201911,132,1500,1539
syn_0002,synthetic,slow,stable,train,203452,133,1500,1541
syn_0002,synthetic,slow,stable,train,204992,134,1500,1540
syn_0002,synthetic,slow,stable,train,206533,135,1500,1541
syn_0002,synthetic,slow,stable,train,208074,136,1500,1541
syn_0002,synthetic,slow,stable,train,209620,137,1500,1546
syn_0002,synthetic,slow,stable,train,211162,138,1500,1542
syn_0002,synthetic,slow,stable,train,212705,139,1500,1543
syn_0002,synthetic,slow,stable,train,214246,140,1500,1541
syn_0002,synthetic,slow,stable,train,215785,141,1500,1539
syn_0002,synthetic,slow,stable,train,217323,142,1500,1538
syn_0002,synthetic,slow,stable,train,218863,143,1500,1540
syn_0002,synthetic,slow,stable,train,220404,144,1500,1541
syn_0002,synthetic,slow,stable,train,221947,145,1500,1543
syn_0002,synthetic,slow,stable,train,223489,146,1500,1542
syn_0002,synthetic,slow,stable,train,225033,147,1500,1544
syn_0002,synthetic,slow,stable,train,226581,148,1500,1548
syn_0002,synthetic,slow,stable,train,228125,149,1500,1544
syn_0002,synthetic,slow,stable,train,229668,150,1500,1543
syn_0002,synthetic,slow,stable,train,231209,151,1500,1541
syn_0002,synthetic,slow,stable,train,232753,152,1500,1544
syn_0002,synthetic,slow,stable,train,234299,153,1500,1546
syn_0002,synthetic,slow,stable,train,235842,154,1500,1543
syn_0002,synthetic,slow,stable,train,237383,155,1500,1541
syn_0002,synthetic,slow,stable,train,238926,156,1500,1543
syn_0002,synthetic,slow,stable,train,240468,157,1500,1542
syn_0002,synthetic,slow,stable,train,242010,158,1500,1542
syn_0002,synthetic,slow,stable,train,243556,159,1500,1546
syn_0002,synthetic,slow,stable,train,245106,160,1500,1550
syn_0002,synthetic,slow,stable,train,246655,161,1500,1549
syn_0002,synthetic,slow,stable,train,248206,162,1500,1551
syn_0002,synthetic,slow,stable,train,249754,163,1500,1548
syn_0002,synthetic,slow,stable,train,251300,164,1500,1546
syn_0002,synthetic,slow,stable,train,252846,165,1500,1546
syn_0002,synthetic,slow,stable,train,254393,166,1500,1547
syn_0002,synthetic,slow,stable,train,255943,167,1500,1550
syn_0002,synthetic,slow,stable,train,257491,168,1500,1548
syn_0002,synthetic,slow,stable,train,259041,169,1500,1550
syn_0002,synthetic,slow,stable,train,260590,170,1500,1549
syn_0002,synthetic,slow,stable,train,262143,171,1500,1553
syn_0002,synthetic,slow,stable,train,263691,172,1500,1548
syn_0002,synthetic,slow,stable,train,265234,173,1500,1543
syn_0002,synthetic,slow,stable,train,266778,174,1500,1544
syn_0002,synthetic,slow,stable,train,268321,175,1500,1543
syn_0002,synthetic,slow,stable,train,269868,176,1500,1547
syn_0002,synthetic,slow,stable,train,271418,177,1500,1550
syn_0002,synthetic,slow,stable,train,272966,178,1500,1548
syn_0002,synthetic,slow,stable,train,274513,179,1500,1547
syn_0002,synthetic,slow,stable,train,276059,180,1500,1546
syn_0002,synthetic,slow,stable,train,277609,181,1500,1550
syn_0003,synthetic,slow,stable,train,4093,2,1500,1523
syn_0003,synthetic,slow,stable,train,5612,3,1500,1519
syn_0003,synthetic,slow,stable,train,7133,4,1500,1521
syn_0003,synthetic,slow,stable,train,8653,5,1500,1520
syn_0003,synthetic,slow,stable,train,10174,6,1500,1521
syn_0003,synthetic,slow,stable,train,11697,7,1500,1523
syn_0003,synthetic,slow,stable,train,13220,8,1500,1523
syn_0003,synthetic,slow,stable,train,14744,9,1500,1524
syn_0003,synthetic,slow,stable,train,16262,10,1500,1518
syn_0003,synthetic,slow,stable,train,17785,11,1500,1523
syn_0003,synthetic,slow,stable,train,19301,12,1500,1516
syn_0003,synthetic,slow,stable,train,20819,13,1500,1518
syn_0003,synthetic,slow,stable,train,22338,14,1500,1519
syn_0003,synthetic,slow,stable,train,23856,15,1500,1518
syn_0003,synthetic,slow,stable,train,25378,16,1500,1522
syn_0003,synthetic,slow,stable,train,26900,17,1500,1522
syn_0003,synthetic,slow,stable,train,28424,18,1500,1524
syn_0003,synthetic,slow,stable,train,29945,19,1500,1521
syn_0003,synthetic,slow,stable,train,31469,20,1500,1524
syn_0003,synthetic,slow,stable,train,32994,21,1500,1525
syn_0003,synthetic,slow,stable,train,34519,22,1500,1525
syn_0003,synthetic,slow,stable,train,36047,23,1500,1528
syn_0003,synthetic,slow,stable,train,37576,24,1500,1529
syn_0003,synthetic,slow,stable,train,39106,25,1500,1530
syn_0003,synthetic,slow,stable,train,40635,26,1500,1529
syn_0003,synthetic,slow,stable,train,42165,27,1500,1530
syn_0003,synthetic,slow,stable,train,43695,28,1500,1530
syn_0003,synthetic,slow,stable,train,45224,29,1500,1529
syn_0003,synthetic,slow,stable,train,46748,30,1500,1524
syn_0003,synthetic,slow,stable,train,48272,31,1500,1524
syn_0003,synthetic,slow,stable,train,49801,32,1500,1529
syn_0003,synthetic,slow,stable,train,51330,33,1500,1529
syn_0003,synthetic,slow,stable,train,52856,34,1500,1526
syn_0003,synthetic,slow,stable,train,54379,35,1500,1523
syn_0003,synthetic,slow,stable,train,55898,36,1500,1519
syn_0003,synthetic,slow,stable,train,57419,37,1500,1521
syn_0003,synthetic,slow,stable,train,58942,38,1500,1523
syn_0003,synthetic,slow,stable,train,60464,39,1500,1522
syn_0003,synthetic,slow,stable,train,61991,40,1500,1527
syn_0003,synthetic,slow,stable,train,63515,41,1500,1524
syn_0003,synthetic,slow,stable,train,65041,42,1500,1526
syn_0003,synthetic,slow,stable,train,66568,43,1500,1527
syn_0003,synthetic,slow,stable,train,68096,44,1500,1528
syn_0003,synthetic,slow,stable,train,69624,45,1500,1528
syn_0003,synthetic,slow,stable,train,71150,46,1500,1526
syn_0003,synthetic,slow,stable,train,72677,47,1500,1527
syn_0003,synthetic,slow,stable,train,74207,48,1500,1530
syn_0003,synthetic,slow,stable,train,75736,49,1500,1529
syn_0003,synthetic,slow,stable,train,77262,50,1500,1526
syn_0003,synthetic,slow,stable,train,78787,51,1500,1525
syn_0003,synthetic,slow,stable,train,80312,52,1500,1525
syn_0003,synthetic,slow,stable,train,81838,53,1500,1526
syn_0003,synthetic,slow,stable,train,83362,54,1500,1524
syn_0003,synthetic,slow,stable,train,84889,55,1500,1527
syn_0003,synthetic,slow,stable,train,86418,56,1500,1529
syn_0003,synthetic,slow,stable,train,87945,57,1500,1527
syn_0003,synthetic,slow,stable,train,89471,58,1500,1526
syn_0003,synthetic,slow,stable,train,90998,59,1500,1527
syn_0003,synthetic,slow,stable,train,92526,60,1500,1528
syn_0003,synthetic,slow,stable,train,94052,61,1500,1526
syn_0003,synthetic,slow,stable,train,95579,62,1500,1527
syn_0003,synthetic,slow,stable,train,97104,63,1500,1525
syn_0003,synthetic,slow,stable,train,98629,64,1500,1525
syn_0003,synthetic,slow,stable,train,100154,65,1500,1525
syn_0003,synthetic,slow,stable,train,101684,66,1500,1530
syn_0003,synthetic,slow,stable,train,103217,67,1500,1533
syn_0003,synthetic,slow,stable,train,104749,68,1500,1532
syn_0003,synthetic,slow,stable,train,106281,69,1500,1532
syn_0003,synthetic,slow,stable,train,107811,70,1500,1530
syn_0003,synthetic,slow,stable,train,109342,71,1500,1531
syn_0003,synthetic,slow,stable,train,110872,72,1500,1530
syn_0003,synthetic,slow,stable,train,112405,73,1500,1533
syn_0003,synthetic,slow,stable,train,113940,74,1500,1535
syn_0003,synthetic,slow,stable,train,115476,75,1500,1536
syn_0003,synthetic,slow,stable,train,117013,76,1500,1537
syn_0003,synthetic,slow,stable,train,118552,77,1500,1539
syn_0003,synthetic,slow,stable,train,120089,78,1500,1537
syn_0003,synthetic,slow,stable,train,121621,79,1500,1532
syn_0003,synthetic,slow,stable,train,123155,80,1500,1534
syn_0003,synthetic,slow,stable,train,124689,81,1500,1534
syn_0003,synthetic,slow,stable,train,126222,82,1500,1533
syn_0003,synthetic,slow,stable,train,127753,83,1500,1531
syn_0003,synthetic,slow,stable,train,129288,84,1500,1535
syn_0003,synthetic,slow,stable,train,130820,85,1500,1532
syn_0003,synthetic,slow,stable,train,132349,86,1500,1529
syn_0003,synthetic,slow,stable,train,133877,87,1500,1528
syn_0003,synthetic,slow,stable,train,135408,88,1500,1531
syn_0003,synthetic,slow,stable,train,136941,89,1500,1533
syn_0003,synthetic,slow,stable,train,138473,90,1500,1532
syn_0003,synthetic,slow,stable,train,140008,91,1500,1535
syn_0003,synthetic,slow,stable,train,141544,92,1500,1536
syn_0003,synthetic,slow,stable,train,143081,93,1500,1537
syn_0003,synthetic,slow,stable,train,144615,94,1500,1534
syn_0003,synthetic,slow,stable,train,146153,95,1500,1538
syn_0003,synthetic,slow,stable,train,147693,96,1500,1540
syn_0003,synthetic,slow,stable,train,149231,97,1500,1538
syn_0003,synthetic,slow,stable,train,150767,98,1500,1536
syn_0003,synthetic,slow,stable,train,152302,99,1500,1535
syn_0003,synthetic,slow,stable,train,153837,100,1500,1535
syn_0003,synthetic,slow,stable,train,155374,101,1500,1537
syn_0003,synthetic,slow,stable,train,156910,102,1500,1536
syn_0003,synthetic,slow,stable,train,158445,103,1500,1535
syn_0003,synthetic,slow,stable,train,159982,104,1500,1537
